آئروژینوزا 33,33,33,33,33,33,33,33,33,33
اپیدمیک 53
اپیزودهای 7
اکبر 53
اکتبر 10,11,12,18,18,25,30,38,38,40,41,41,41,41,47,48,51,53,8
اکتسابی 35,59
اکتشاف 15
اکتشافات 32,53,53
اکتشافی 58
اکتیو 60
اکثر 11,20,24,27,28,31,35,53,56,8
اکثراً 10,10
اکثریت 53
اکسیدان 30,60
اکسیده 16,30
اکسیژن 28,28,30,36,44,58,58
اکنون 25,42
اکوسیستم 25
اکیدی 18
اگرچه 15,18,18,18,18,18,18,18,18,18,57
اگزو 33,33
اگزوجنوز 16
اگلینگ 55
ایاالت 50
ایاز 33
ایالات 11,11,35,35,40,40,42,42,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,52,53,53,54,57,57,8,8
ایالت 23,50
ایالتی 50
ایتالیا 8
ایتالیایی 57
ایجاد 1,10,10,10,10,11,12,12,12,13,13,13,13,14,14,14,15,15,16,16,16,16,16,16,17,17,17,17,18,18,18,18,18,2,23,24,25,25,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,30,31,31,33,33,33,35,41,42,43,44,44,44,49,51,52,53,53,53,53,53,54,57,57,57,60,60,8,8,8,9,9
ایجادکننده 12,28,28,28,53
ایدئال 39
ایدز 13,13,28,57,57
ایده 23,9
ایدهٔ 18
ایدیوپاتیک 28
ایراداتی 6
ایران 15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,17,17,17,17,21,21,21,21,21,25,25,25,25,25,25,25,25,25,25,25,25,25,27,27,27,27,27,28,28,35,35,41,42,42,43,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,53,53,53,53,53,53,53,53,53,53,53,53,56,56,56,56,56,56,56,57,57,57,57,57,57,57,58,60,60,60,60,60,60,60
ایرانی 15,16,21,21,21,25,25,28,28,28,44,52,52,52
ایرانیان 15,21,53,53
ایردن 27
ایروبیک 31
ایزو 11,11,11,34,34,34
ایزوپروپیل 30
ایست 22
ایستادن 18
ایستاده 18,6,6,6,6,6
ایسو 55
ایسکمیک 28,7
ایشان 25
ایفا 16,25,48,8
ایفای 35
ایلام 53
ایمان 15
ایمن 2,28,28,28,28,30,53
ایمنی 10,12,17,19,28,28,28,28,28,28,28,28,28,30,30,33,33,33,33,51,53
ایمی 33
ایمیتانس 35
اینان 28,28
اینترنتی 16,25
اینترنشنال 17,18,26,34,6
اینجا 18,18,31,53,56
اینحال 28
ایندول 33
اینرو 58
اینست 28,28
اینصورت 44
اینطور 28
اینکار 46
اینکس 18
اینکه 10,16,16,16,18,18,18,18,18,19,28,28,28,28,28,28,28,31,46,49,53,57,60,9,9
اینگونه 57
ایکس 13,28
ایگناسی 55,55
بابل 15,15,25
بابلی 15
باتجربه 53
باتلر 55
باخود 57
بادامی 24
بادنجان 24
بارانی 18
باراک 50,50
باربری 58,58
بارتولو 53
باردار 17,42,42
بارداری 28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,31,31,31,31,42,42,42,42,42,42,44,44,44,44,57,57,57,57,57,57,57,57,57,57,57,57,57,57
بارز 28,28,28,28,28,32,7
بارزی 53
باره 41,56,60
بارهٔ 49
باروری 15,15,15,27,27,27,40,53,53,53,53,53,53,58
بارِ 17
بارگذاری 58,58
باریک 28
باریکتر 54
باریکی 18
بازآموزی 28
بازار 18,18,18,23,23,23,23,23,28,28,49,57
بازبینی 14,18,28,39,39,52,53,53,53
بازتاب 28
بازتوانی 53
بازتولید 49
بازجذب 7,7,7,7,7,7,7,7,7,7
بازدارنده 30
بازرسی 25,25
بازرگانی 11,16,50,50,50,50,50,53
بازسازی 8
بازشدن 11
بازنشسته 23,50,50,50,50
بازنگری 25,35
بازودار 41
بازکردن 15,30
بازگذاشتن 18
بازگرداندن 11,15
بازگشت 22
بازی 31,31,56
بازیابی 30,53
بازیافت 58,58,58
باستان 15,15,15,15,15,15,15,15,21,23,25,53,53,53,53,53
باستانی 21,41,53
باسیلِ 33
باشد 1,1,1,14,15,15,16,16,16,16,16,17,17,17,17,18,18,19,19,21,24,25,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,30,30,31,31,31,31,36,41,41,43,46,46,47,49,49,52,52,53,53,53,53,53,54,57,57,57,6,8,8,8,8,8,8,8,9
باشند 10,15,16,16,17,23,24,28,28,28,28,28,31,31,52,53,53,53,54,8,8
باشگاه 60
باشید 32
باشیم 31,31,8
باعث 10,13,14,16,16,16,16,16,16,16,17,17,17,17,18,18,18,18,18,18,18,18,18,18,23,26,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,30,31,31,31,43,49,51,52,57,57,57,57,60,60,60,60,60,60,9,9,9,9,9
باغبانی 41,41,58
باغداری 58
بافت 14,14,16,22,23,25,28,28,44,44,53,7,8,8,8,8,8
بافته 8
بافتهای 20,33
بافتی 16
باقلا 24
باقی 1,15,18,18,28,28,30,44,46,53,57,57,7,9
باقیست 21
باقیمانده 1
بالا 11,16,16,17,17,17,18,18,18,18,18,18,18,18,18,21,23,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,30,30,31,31,32,32,34,34,36,39,42,44,44,46,46,52,52,53,53,56,57,57,57,57,57,57,57,58,59,60,8,9,9
بالاتر 17,18,28,28,28,28,28,28,28,28,52,52,54,56,56,56,58,6
بالاتری 18,28,28,28,28,57
بالاخره 28
بالانس 28
بالانچین 55
بالای 17,17,18,18,23,28,28,28,28,28,28,28,28,28,28,28,28,30,30,32,56,9,9,9
بالایی 11,16,23,28,28,28,31,31,31,32,53,7,8
بالطاقة 36
بالعکس 21
بالغ 16,16,16
بالغین 10
بالقوه 31
بالپوشان 20,20
بالینی 10,28,28,28,35,42,42,42,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
بامیه 28
باند 30
باهم 16,16,17
باهمکاری 25
باهنر 25,25
باوجود 17
باور 13,18,57,57
باکال 23
باکتری 10,18,30,30,30,30,33,33,33,33,33,33,33,33,33,33,33,36,53,9,9,9,9,9,9,9
باکتریال 7
باکتریایی 33,33,33
باکتریمی 33
باکتریواستاتیک 30
باکتریوسید 30
باکتریولوژی 30
باکتریولوژیک 33
باید 1,1,1,1,1,1,10,12,15,15,15,15,15,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,21,23,23,24,24,25,27,28,28,28,28,28,28,28,28,28,28,28,28,28,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,36,41,41,41,43,43,43,44,44,46,46,46,52,53,54,54,54,54,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,58,58,58,58,8,8,9,9,9,9,9
بایستی 33,41,57
بایگانی 50
ببرد 31
ببینید 39
بتابد 21
بتای 28,28,28,28
بتوان 1,16,28
بتواند 25,30,32,58,8,8,8
بتوانند 17,28,31,31,31,43,8,8
بتوانیم 28,28,31
بتوسط 28
بتون 41
بتونه 41
بحثهایی 53
بحثی 53
بحران 53
بحرانی 33,60
بخار 21,30
بخاری 49
بخاطر 44
بخشهای 53,53,53,53
بخشی 24,25,27,28,28,28,48,49,53,53,8
بخشیدن 57
بخصوص 33,52
بخواهد 31,53
بخواهند 31
بخواهید 46
بخواهیم 31,8
بد 17,60
بدان 28
بداند 28
بدانند 49
بدانیم 31
بدبو 7,9,9
بدبویی 9,9,9,9,9
بدبویی_دهان 9
بدتر 11,28,28,28,54
بدخلقی 1,31
بدرون 28
بدست 16,25,33
بدنبال 16
بدنسازی 56
بدنه 51
بدنِ 18,39
بدنی 16,16,28,28,28
بدنیِ 13
بدهند 31
بدور 46
بدون 1,10,10,14,17,17,17,17,18,18,18,20,24,26,26,26,26,28,28,28,28,28,28,28,28,28,28,28,3,3,3,31,31,33,39,39,39,41,44,46,46,46,46,46,46,46,46,46,47,47,47,47,47,48,48,48,48,49,49,49,49,49,53,53,53,53,53,53,53,54,54,56,56,57,57,57,57,57,57,58,7,7,9,9,9
بدگمان 13
بدین 16,21,25,25,28,30,32,58
بر 57
برآمدگی 53
برآورد 28,40
برآیند 13
برابر 11,14,15,15,15,15,15,17,18,26,28,28,28,28,28,28,28,28,28,30,30,31,31,33,36,38,41,43,44,52,52,52,53,60,7
براساس 11,16,18,18,28,31
براق 10
برانگیختگی 13,13
براون 53
برای 1,1,1,1,1,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,13,13,13,13,14,14,14,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,2,2,2,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,25,25,25,26,26,26,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,29,29,3,3,3,3,3,3,3,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,32,32,32,32,32,32,33,33,33,33,33,33,33,33,34,34,34,35,35,35,35,35,35,35,35,35,35,35,35,36,36,37,37,37,38,38,39,39,39,39,39,39,4,4,40,40,41,41,41,41,41,41,41,41,41,42,42,42,42,42,42,42,42,42,42,42,42,42,43,43,43,43,43,43,43,43,43,43,44,44,44,44,44,45,45,46,46,46,46,46,46,46,46,46,46,46,46,46,47,47,47,48,48,49,49,49,49,49,49,49,49,49,5,5,5,50,50,51,51,51,51,51,52,52,52,52,52,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,54,54,54,54,54,54,54,54,55,55,55,56,56,56,56,56,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,59,59,6,6,6,6,6,6,6,6,6,6,6,60,60,60,60,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9
برایشان 57
برتری 18,53,53
برتون 50
برجسته 53
برحسب 18,41,41,58
برخاستن 9
برخلاف 17
برخورد 13,28,28,28,28,31,42,53,56,57
برخوردار 16,16,31,31,31,52,53,56
برخوردارند 3
برخورداری 43
برخی 1,1,11,13,13,15,15,16,16,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,20,20,21,21,23,23,24,27,27,27,28,28,28,28,28,28,28,28,28,31,33,35,39,39,39,41,49,51,52,52,53,53,53,54,54,56,57,57,57,57,57,57,58,60,60,60,7,8,9,9,9
بردار 32
برداشت 28,28
برداشتن 23,28,46
برداشته 30
بردن 15,18,18,23,28,30,30,34,49,57,57,9
برده 15,15,15,28,35,49,53,53
بردگی 49
بررسی 15,18,18,18,18,18,18,18,18,18,18,18,20,22,23,28,28,28,28,28,28,28,28,31,35,35,35,35,39,42,42,42,42,42,49,49,49,52,52,53,53,53,53,53,53,53,53,7
برساختن 6
برسازه 8
برسد 28,34,8
برشمرده 18
برشی 23,58
برطبق 26,3,47,48,52
برطرف 28,32,44,7,9,9
برعهده 31
برعکس 28,53,57
برفک 10,10,10,10,10,10,10
برفک_دهان 10
برفکی 10
برقرار 53,53
برقراری 17,30,31,35,35,35,35
برقی 41
برلین 25
برمصرف 16
برمودایی 54
برنارد 16,55,55
برنامه 28,31,46,53
برنامهٔ 18,28,30,30,30,57
برنج 16,28
برند 23,57,57,57,57,57
برندهای 23,57
برنز 21,8
برنزی 6
برهم 28
برهنگی 57
برود 31
بروز 1,10,11,11,11,11,13,13,13,16,16,16,17,23,24,25,26,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,31,42,42,42,42,42,42,42,42,5,53,53,60
بروزشان 53
برون 2
بروند 31
برونریز 7
بروی 13,44
برچسب 16,28,28,28,46
برچسبهای 19
برکت 15
برگرداندن 11
برگرفتن 22
برگزار 21,38,52,53,53
برگزیده 18,18,25
برگشتی 2
بریتانیا 27,27
بریتانیایی 24,52,52,52,52
بریج 46,46,46
بریده 46
بریستول 39
بزاق 9,9,9
بزاقی 9
بزرگ 12,14,15,15,15,17,17,17,18,18,18,18,18,21,21,21,21,22,25,27,31,31,46,49,51,53,53,53,53,53,53,53,53,56,57,60,60,7,7
بزرگتر 17,28,28
بزرگترند 30
بزرگتری 53
بزرگداشت 38
بزرگرین 25
بزرگسالان 10,28,28,28,28,28,28,35,35,35
بزرگسالی 28
بزرگی 31,31,41,43,49,49,60,60
بزنند 31
بزنید 46
بسازید 1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,7,8,9
بسازیم 58
بستر 16,53,58
بستری 28,33,53,53
بستن 54
بسته 14,17,18,18,18,18,21,21,23,26,28,28,28,3,30,30,30,30,30,31,34,36,42,53,53,53,56,58,6
بستگان 28
بستگی 15,18,20,31,31,31,58,7
بسزایی 11,23,28,58,9
بسیار 1,11,13,15,16,16,17,17,17,17,18,18,18,2,20,20,21,21,22,23,23,23,23,23,25,25,27,28,28,28,28,28,28,28,28,28,30,30,30,30,30,31,31,32,33,33,35,39,41,41,44,53,56,57,57,57,57,57,57,57,57,58,58,58,58,58,58,58,58,60,60,8,8,8,9,9,9,9
بسیاری 1,1,1,10,11,11,12,13,13,15,15,16,18,18,18,18,18,18,21,21,23,23,24,24,25,25,27,28,28,28,28,28,28,28,28,31,31,31,31,31,31,31,31,31,35,36,49,49,49,52,53,53,53,53,53,53,57,57,57,58,6,60,60,8,8
بشدت 57
بشری 40
بشقابی 17,18,26,34,6
بشنوند 18
بصری 11,16,53
بصیرت 53
بطری 36,36,36,36
بطوری 47
بظاهر 28
بعبارتی 28
بعداً 25,25
بعدی 28,42,53,53,53,53,58
بعضاً 21,27
بعضی 1,16,16,17,18,20,20,20,21,24,24,25,25,27,28,28,28,28,28,28,28,28,30,30,39,39,53,53,53,56,56,57,9
بعلاوه 46
بعلت 10
بعمل 44
بعنوان 25
بغداد 21
بقای 28,28,28,28
بقایای 21,58,58
بقراط 15,53,53,53
بقراطی 15
بقیه 20,20,20,28,49
بلافاصله 39,57,57
بلای 11
بلایا 15,27,53
بلعیدن 23
بلعیده 16
بلغم 41
بلند 18,3,30,31,60,8
بلندتر 57
بلندمدت 1,28
بلندی 17
بلوری 20
بلوغ 13,28,28,28,28,28,31
بلوک 28
بلکه 11,16,17,21,28,28,31,31,35,37,43,49,5,52,53,8
بماند 28,57
بمدت 30
بنابر 25
بنابراین 13,16,16,17,20,20,20,28,28,28,28,28,28,28,30,31,31,31,49,53,54,57,7,9,9
بنای 25
بندبند 20
بندرعباس 56
بندهای 20,20,20,20,20
بندپایان 20
بندی 20,20,20,32,53,8
بنزوالکونیوم 30
بنظام 34
بنفش 38
بنوشید 9
بنگاه 25
بنگلادش 57
بنیاد 49,49
بنیادی 28,28
بنیان 53
بنیانگذار 27
بنیانگذاران 53
به 17,21,28,31,31,31,31,33,49,53,53,53
بهانه 52
بهانهٔ 52
بهبود 11,16,16,18,18,2,23,25,25,25,27,28,28,28,28,28,28,28,30,31,31,35,41,53,53,53,57,8,8
بهبودی 28,28,52,58
بهتر 11,16,17,17,17,18,18,26,26,28,28,28,28,28,30,30,31,32,41,41,44,46,53,54,58,60,9,9
بهترند 28
بهتری 18,28
بهداشت 1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,14,15,15,15,16,2,22,22,23,23,25,25,25,25,25,25,27,27,27,27,27,27,27,28,28,28,28,29,29,30,30,31,31,31,32,32,33,35,35,36,36,40,40,40,41,41,41,41,41,46,47,47,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,52,52,52,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,57,57,57,57,57,57,57,9,9,9,9,9,9,9,9
بهداشتی 11,11,11,11,11,11,15,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,19,20,20,25,25,25,25,25,26,26,26,27,28,28,28,28,3,34,34,34,35,40,44,47,47,47,47,47,47,49,50,50,51,52,53,53,53,53,53,53,53,53,53,53,53,53,53,57,57,57,57,58,6,6,6
بهداشتیِ 18,18
بهره 13,2,30,55,6
بهسازی 58,58
بهشتی 35,49
بهمن 15,60
بهینه 58
بواسیر 18
بودجه 25,50
بودن 11,18,18,18,18,18,18,23,28,28,28,28,28,28,30,30,31,31,31,37,37,41,44,46,46,51,53,53,53,53,54,56,56,57,7,7,8,9,9
بودند 15,15,18,18,18,21,21,23,25,27,27,27,27,28,28,28,42,53,57,57,57,8,8
بودنِ 18
بوده 16,16,18,20,20,21,23,25,25,28,28,28,30,32,33,35,4,44,52,53,57,58,58,58,8,8,8,8
بودو 21
بوراس 8
بورگلا 25
بوسیله 11,11,40,7,7
بوفه 56
بوقلمون 24
بولونیا 25
بوهای 51,58,9
بویایی 20,53,9,9
بپردازند 27
بپیچید 46,46
بچسبد 28
بکار 23,23,30,36,46,58
بکشد 18
بگذارید 46
بگذراند 5
بگذرانند 53
بگوید 28
بگوییم 31
بگیرد 17,21,31,54
بگیرند 8
بیابان 60,60
بیان 11,13,16,28,28,28,28,28,28,28,30,53,53
بیانگر 28,28
بیانیه 28,28,28
بیاورد 18
بیاورید 17
بیاید 22,46
بیتنا 8
بیده 18
بیدهٔ 18
بیرون 17,18,18,22,31,47,49
بیرونِ 18,18,21,21,21,21
بیرونی 12
بیزانس 15
بیست 50
بیستم 11,18,53,53,53,53,55
بیش 18,21,28,28,28,57,60
بیشتر 1,1,1,10,10,10,11,11,11,12,12,13,13,13,14,14,14,14,15,15,16,16,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,2,2,20,20,21,21,21,21,22,22,23,23,23,23,24,24,25,25,26,26,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,29,29,3,3,30,30,30,30,31,31,31,31,32,32,32,33,33,33,33,33,33,33,34,34,35,35,35,36,36,37,37,37,38,38,39,39,4,4,40,40,41,41,41,42,42,43,43,44,44,44,45,45,46,46,46,47,47,48,48,49,49,5,5,5,50,50,51,51,52,52,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,54,54,55,55,56,56,56,56,56,57,57,57,57,57,57,58,58,58,58,59,59,6,6,6,6,60,60,7,7,7,7,7,7,8,8,8,9,9,9,9,9
بیشتری 18,18,2,23,25,28,28,28,28,28,28,28,31,31,46,49,52,53,57,58,58,58,7,8,8,8
بیشماری 30
بیصاحب 3
بیضی 20
بیطار 25
بیفتدو 57
بیفیدوباکتریوم 9
بیمار 11,12,13,15,15,15,15,15,15,19,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,30,30,33,33,33,52,52,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,54,7,8
بیماران 10,10,11,15,15,15,15,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,33,33,33,33,33,38,42,46,52,52,52,52,52,52,53,53,53,53,53,53,53,53,53,53,53,53,53,9
بیمارانِ 13,39
بیمارانی 13,28,28,28,28,28,33,35
بیمارستان 15,19,25,25,30,33,33,52,52,60
بیمارستانهای 53
بیمارستانی 28,30,33,33,33,33,33,52,53,53,53,53,53,53,53
بیماری 10,10,10,10,10,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,15,15,15,15,15,16,16,18,19,19,20,20,20,20,20,25,25,25,25,25,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,31,33,33,35,36,37,37,37,37,37,38,42,42,42,42,42,42,42,42,42,42,42,42,44,49,53,53,53,53,53,53,53,53,53,53,53,57,57,57,57,7,7,7,7,7,8,9,9,9,9
بیماری_روانی 13
بیماریزا 36
بیماریزای 33
بیماریهای 2,37,46
بیمه 52,53
بینائی 20,20,20,20,20,20,20,20,20
بینابین 28
بینایی 13,20,28,43,45,53,53
بینجامد 7
بینه 21,21,21,21,21,21
بینِ 21,21
بینی 15,23,53,53,9
بینیم 20
بیهوشی 15,16,52,53
بیوتکنولوژی 25
بیوتیک 7
بیوتیکی 33
بیوسی 13
بیوشیمی 25,26,53
بیوشیمیایی 28,28
بیوفیلم 33
بیولوژ 11
بیولوژیک 25
بیولوژیکی 53,58,58
بیژن 21
بیکس 30
تأثیر 11,11,13,14,14,15,15,16,16,17,23,23,24,24,28,28,28,28,28,30,31,51,53,53,53,53,53,54,58,60,9,9
تأثیرات 14,16,56
تأثیرات_تنباکو_بر_سلامت_انسان 14
تأثیراتی 53
تأثیرگذار 11,15,15,28,28,28,28,35,43
تأثیری 31,57
تأخیر 57,57
تأسیس 11,25,25,25,25,25,25,25,35,35,52,52,53,53,57,57,57,57,57
تأسیسات 11,11,16,16,17,18,53,56
تألیف 14,56
تألیفی 27
تأمین 11,11,11,15,16,16,16,17,21,21,31,31,31,31,31,31,31,31,39,53,57,60
تأهل 53
تأکید 11,28,28,53
تأیید 1,23,23,25,28,28,28,28,28,57,57,57,57
تئودور 55
تئوری 53
تابستان 53,53
تابستانی 18
تابش 30,60
تابشی 7
تابع 4,60,60,60
تابلوهای 18
تابلوهایی 18
تابوی 52
تابیده 28
تاجیکی 3
تاحد 31
تارتاریک 16
تاری 28
تاریخ 15,15,15,15,15,17,18,25,28,34,34,34,35,50,50,53,53,53,53,53,53,53,56,57,57,57,60,60
تاریخ_پزشکی 15
تاریخچه 15,53,57
تاریخچهٔ 18,27,27
تاریخی 12,17,18,21,21,27,53
تاریک 17,20
تازه 31,57,8,9,9
تازهشیر 16
تازهٔ 39
تازگی 28,31,35,8
تاسیس 25,25,50,50
تالاب 58
تالاسمی 42
تامپون 47
تامیریس 55
تامین 16,16,27,30
تاناگارا 23
تانک 34,34
تانکی 41
تاولی 10,10,10
تاکنون 11,18,23,28,28,28,35,35
تاگمای 20
تایید 60
تبادل 21
تبخیر 36
تبدیل 18,18,27,28,28,28,28,28,28,28,28,28,36,5,5,56,57,58,58,58,58,60,8,9
تبریز 25,25,25,52
تبصره 25
تبعیض 47,47,57,57
تبلیغ 40,57
تبلیغاتی 18
تبلیغی 23
تبیین 31,53
تترافتالات 36
تتراماکرولیدی 10
تثبیت 60
تجاری 1,10,11,12,13,14,15,16,17,18,18,19,2,20,21,22,22,23,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,53,54,55,56,56,57,58,59,6,60,7,7,8,9
تجاوز 38,38
تجدید 16
تجربه 31,53,57,57,58
تجربی 25,56
تجربیات 11
تجزیه 13,58,58,58,58,58,58,58,58,58
تجسمی 50
تجمع 28,9
تجمیع 53,53,53
تجهیزات 30,30,30,35,35,35,53,53,53,57,8
تجویز 15,28,28,28,28,28,28,28,35,35,35,35,35,44,53,53,7
تحتانی 28,7
تحرک 28
تحرکت 54
تحریر 25
تحریک 2,28,28,57,57,57,57,7,9
تحصيل 27
تحصیل 15,25,25,25,25,27,31,35,52,53,53,53,53
تحصیلات 25,27,52,52
تحصیلی 11,11,16,27,35,50,52,53,53
تحقیرآمیز 43,8
